Index, PS Output(MW)
100624, 223.72
100625, 225.72
100626, 225.79
100627, 225.62
100628, 226.16
100629, 227.1
100630, 226.96
100631, 226.25
100632, 228.36
100633, 229.11
100634, 228.39
100635, 229.19
100636, 228.72
100637, 228.64
100638, 228.63
100639, 227.97
100640, 229.06
100641, 230.44
100642, 229.78
100643, 229.02
100644, 229.13
100645, 226.15
100646, 220.8
100647, 220.55
100648, 221.55
100649, 219.11
100650, 219.15
100651, 220.68
100652, 218.66
100653, 218.45
100654, 218.94
100655, 218.97
100656, 220.17
100657, 219.35
100658, 219.73
100659, 219.75
100660, 220.01
100661, 219.53
100662, 220.09
100663, 220.64
100664, 220.67
100665, 219.85
100666, 217.79
100667, 212.72
100668, 200.91
100669, 200.27
100670, 202.81
100671, 202.31
100672, 204.09
100673, 207.89
100674, 204.61
100675, 204.47
100676, 207.13
100677, 206.6
100678, 204.94
100679, 205.23
100680, 204.95
100681, 208.01
100682, 209.39
100683, 207.23
100684, 211.11
100685, 208.96
100686, 214.24
100687, 217.74
100688, 217.75
100689, 218.54
100690, 220.02
100691, 221.69
100692, 219.34
100693, 220.2
100694, 221.25
100695, 220.63
100696, 219.42
100697, 219.14
100698, 220.31
100699, 218.68
100700, 216.31
100701, 219.27
100702, 217.78
100703, 217.14
100704, 219.96
100705, 219.27
100706, 216.53
100707, 219.18
100708, 216.58
100709, 218.33
100710, 215.2
100711, 218.43
100712, 219.49
100713, 219.17
100714, 220.49
100715, 220.14
100716, 220.02
100717, 223.55
100718, 221.59
100719, 223.1
100720, 221.31
100721, 219.76
100722, 220.96
100723, 220.61
100724, 219.69
100725, 218.39
100726, 217.55
100727, 215.15
100728, 210.98
100729, 213.18
100730, 215.29
100731, 215.21
100732, 217.55
100733, 216.98
100734, 218.75
100735, 216.67
100736, 218.48
100737, 218.88
100738, 220.02
100739, 218.57
100740, 216.75
100741, 218.15
100742, 221.29
100743, 222.31
100744, 223.43
100745, 224.35
100746, 226.83
100747, 229.4
100748, 229.35
100749, 230.61
100750, 229.36
100751, 229.65
100752, 231.87
100753, 228.65
100754, 230.8
100755, 230.95
100756, 230.14
100757, 231.18
100758, 234.5
100759, 235.18
100760, 233.31
100761, 231.48
100762, 242.12
100763, 247.6
100764, 252.49
100765, 255.12
100766, 266.31
100767, 269.96
100768, 266.15
100769, 275.68
100770, 306.71
100771, 312.31
100772, 317.2
100773, 331.97
100774, 340.57
100775, 344.34
100776, 344.39
100777, 348.23
100778, 348.61
100779, 349.32
100780, 348.99
100781, 352.26
100782, 357.96
100783, 365.89
100784, 373.66
100785, 383.41
100786, 395.48
100787, 396.23
100788, 399.02
100789, 400.63
100790, 403.17
100791, 405.0
100792, 408.22
100793, 413.36
100794, 418.88
100795, 420.84
100796, 420.11
100797, 418.85
100798, 421.15
100799, 421.86
100800, 413.69
100801, 411.41
100802, 420.19
100803, 418.59
100804, 418.75
100805, 426.81
100806, 444.37
100807, 466.75
100808, 484.81
100809, 498.48
100810, 496.72
100811, 499.42
100812, 505.9
100813, 508.84
100814, 515.91
100815, 520.76
100816, 521.03
100817, 522.01
100818, 524.0
100819, 525.54
100820, 525.79
100821, 531.31
100822, 533.2
100823, 535.14
100824, 536.19
100825, 533.01
100826, 535.96
100827, 540.27
100828, 537.85
100829, 538.18
100830, 537.37
100831, 534.36
100832, 539.86
100833, 542.92
100834, 542.62
100835, 543.33
100836, 543.98
100837, 539.47
100838, 538.41
100839, 544.69
100840, 548.32
100841, 545.94
100842, 546.86
100843, 543.28
100844, 542.81
100845, 529.72
100846, 514.63
100847, 487.57
100848, 468.12
100849, 463.53
100850, 462.84
100851, 456.64
100852, 443.14
100853, 414.05
100854, 402.94
100855, 399.14
100856, 392.33
100857, 390.9
100858, 388.57
100859, 386.81
100860, 385.72
100861, 383.1
100862, 382.3
100863, 386.13
100864, 385.14
100865, 379.53
100866, 381.71
100867, 382.47
100868, 385.04
100869, 384.71
100870, 384.81
100871, 382.16
100872, 382.69
100873, 382.49
100874, 380.38
100875, 385.46
100876, 383.01
100877, 387.73
100878, 387.32
100879, 386.23
100880, 382.26
100881, 383.67
100882, 384.07
100883, 385.03
100884, 386.51
100885, 384.09
100886, 379.9
100887, 387.76
100888, 384.41
100889, 387.01
100890, 387.01
100891, 391.59
100892, 392.67
100893, 395.0
100894, 393.45
100895, 394.76
100896, 393.41
100897, 395.64
100898, 394.99
100899, 392.58
100900, 393.52
100901, 389.78
100902, 393.76
100903, 391.17
100904, 395.6
100905, 398.18
100906, 402.34
100907, 399.13
100908, 402.43
100909, 404.02
100910, 404.45
100911, 407.05
100912, 406.53
100913, 411.67
100914, 408.19
100915, 409.3
100916, 408.41
100917, 412.85
100918, 416.32
100919, 415.05
100920, 417.53
100921, 415.37
100922, 414.12
100923, 411.72
100924, 414.09
100925, 414.7
100926, 416.29
100927, 413.18
100928, 406.97
100929, 405.6
100930, 403.03
100931, 401.48
100932, 403.4
100933, 403.37
100934, 401.26
100935, 399.86
100936, 398.11
100937, 399.78
100938, 399.93
100939, 398.07
100940, 401.1
100941, 400.24
100942, 399.37
100943, 399.45
100944, 398.7
100945, 392.09
100946, 392.57
100947, 390.19
100948, 386.64
100949, 390.75
100950, 388.25
100951, 389.94
100952, 392.59
100953, 392.11
100954, 387.73
100955, 381.99
100956, 385.62
100957, 384.03
100958, 381.13
100959, 381.49
100960, 380.37
100961, 382.68
100962, 382.49
100963, 380.01
100964, 379.67
100965, 383.11
100966, 381.93
100967, 380.73
100968, 379.45
100969, 380.52
100970, 385.13
100971, 387.65
100972, 393.27
100973, 393.39
100974, 397.37
100975, 395.87
100976, 393.42
100977, 387.87
100978, 390.62
100979, 384.07
100980, 386.01
100981, 382.74
100982, 377.83
100983, 376.77
100984, 377.7
100985, 374.45
100986, 374.31
100987, 377.12
100988, 377.57
100989, 376.82
100990, 374.09
100991, 362.67
100992, 344.56
100993, 323.63
100994, 321.15
100995, 324.49
100996, 324.71
100997, 322.88
100998, 327.1
100999, 323.74
101000, 324.92
101001, 323.41
101002, 322.21
101003, 323.66
101004, 324.23
101005, 320.83
101006, 322.55
101007, 322.5
101008, 321.71
101009, 320.22
101010, 319.99
101011, 319.49
101012, 317.07
101013, 317.9
101014, 318.83
101015, 320.88
101016, 321.94
101017, 321.73
101018, 320.23
101019, 319.2
101020, 320.57
101021, 320.55
101022, 321.91
101023, 323.7
101024, 319.56
101025, 318.82
101026, 316.72
101027, 319.1
101028, 318.58
101029, 323.95
101030, 320.49
101031, 322.28
101032, 321.16
101033, 323.75
101034, 323.56
101035, 321.06
101036, 325.6
101037, 326.86
101038, 329.01
101039, 326.44
101040, 331.67
101041, 349.73
101042, 348.74
101043, 345.53
101044, 345.59
101045, 343.79
101046, 341.37
101047, 341.17
101048, 337.31
101049, 334.86
101050, 334.6
101051, 333.93
101052, 333.19
101053, 334.14
101054, 333.36
101055, 333.43
101056, 331.45
101057, 335.86
101058, 332.5
101059, 341.22
101060, 364.12
101061, 375.67
101062, 374.2
101063, 375.76
101064, 373.93
101065, 372.61
101066, 373.19
101067, 368.38
101068, 370.4
101069, 368.77
101070, 369.01
101071, 366.09
101072, 363.88
101073, 362.3
101074, 361.86
101075, 363.41
101076, 360.49
101077, 356.05
101078, 357.18
101079, 359.64
101080, 355.52
101081, 353.3
101082, 351.72
101083, 351.96
101084, 350.49
101085, 351.42
101086, 350.22
101087, 350.8
101088, 349.7
101089, 346.68
101090, 347.01
101091, 350.19
101092, 351.27
101093, 354.14
101094, 350.86
101095, 355.62
101096, 354.73
101097, 356.24
101098, 357.84
101099, 356.46
101100, 358.24
101101, 356.45
101102, 358.21
101103, 358.7
101104, 358.46
101105, 359.06
101106, 357.9
101107, 356.5
101108, 358.65
101109, 358.62
101110, 358.28
101111, 357.12
101112, 363.35
101113, 366.71
101114, 377.3
101115, 376.98
101116, 377.2
101117, 380.73
101118, 378.71
101119, 377.47
101120, 379.06
101121, 381.75
101122, 380.56
101123, 378.03
101124, 379.91
101125, 379.81
101126, 383.87
101127, 379.19
101128, 377.53
101129, 376.35
101130, 377.58
101131, 378.43
101132, 381.15
101133, 381.53
101134, 386.41
101135, 383.62
101136, 389.28
101137, 389.2
101138, 401.6
101139, 402.03
101140, 405.38
101141, 407.9
101142, 407.94
101143, 406.97
101144, 408.03
101145, 410.81
101146, 408.84
101147, 409.32
101148, 410.55
101149, 408.37
101150, 409.53
101151, 406.77
101152, 404.32
101153, 402.98
101154, 406.94
101155, 410.31
101156, 411.57
101157, 414.68
101158, 415.72
101159, 415.82
101160, 424.88
101161, 416.87
101162, 414.79
101163, 416.18
101164, 421.75
101165, 435.41
101166, 455.73
101167, 461.52
101168, 466.08
101169, 463.92
101170, 460.02
101171, 440.0
101172, 404.73
101173, 383.92
101174, 378.86
101175, 376.93
101176, 374.85
101177, 376.52
101178, 371.52
101179, 371.14
101180, 368.83
101181, 368.38
101182, 367.48
101183, 365.81
101184, 359.63
101185, 359.57
101186, 360.04
101187, 355.98
101188, 357.85
101189, 357.69
101190, 356.06
101191, 354.55
101192, 351.67
101193, 351.28
101194, 350.53
101195, 348.99
101196, 344.72
101197, 345.26
101198, 349.19
101199, 344.19
101200, 347.5
101201, 349.03
101202, 350.55
101203, 352.45
101204, 342.2
101205, 323.75
101206, 323.08
101207, 323.14
101208, 323.11
101209, 323.18
101210, 322.38
101211, 322.03
101212, 321.59
101213, 319.34
101214, 320.69
101215, 322.93
101216, 322.26
101217, 322.57
101218, 321.54
101219, 323.26
101220, 323.24
101221, 323.49
101222, 323.51
101223, 326.9
101224, 324.11
101225, 326.9
101226, 326.44
101227, 327.81
101228, 327.76
101229, 326.65
101230, 324.09
101231, 320.58
101232, 327.19
101233, 324.79
101234, 327.11
101235, 325.42
101236, 324.16
101237, 327.67
101238, 324.25
101239, 317.99
101240, 313.57
101241, 312.01
101242, 314.91
101243, 311.61
101244, 304.12
101245, 285.02
101246, 283.56
101247, 282.57
101248, 286.48
101249, 280.12
101250, 275.15
101251, 271.68
101252, 271.82
101253, 272.42
101254, 271.86
101255, 272.61
101256, 274.21
101257, 278.35
101258, 278.48
101259, 279.77
101260, 280.99
101261, 282.85
101262, 283.03
101263, 282.62
101264, 282.65
101265, 282.92
101266, 283.64
101267, 284.17
101268, 284.3
101269, 284.74
101270, 290.08
101271, 290.19
101272, 288.3
101273, 289.49
101274, 287.78
101275, 286.71
101276, 284.8
101277, 283.66
101278, 283.3
101279, 285.22
101280, 285.62
101281, 289.97
101282, 289.71
101283, 288.54
101284, 287.73
101285, 285.12
101286, 286.83
101287, 284.95
101288, 285.51
101289, 287.79
101290, 287.61
101291, 284.77
101292, 283.76
101293, 284.4
101294, 288.13
101295, 285.24
101296, 289.1
101297, 293.31
101298, 295.79
101299, 295.37
101300, 296.55
101301, 294.09
101302, 292.55
101303, 290.48
101304, 294.47
101305, 292.38
101306, 290.71
101307, 292.33
101308, 288.69
101309, 289.23
101310, 287.52
101311, 285.83
101312, 283.73
101313, 282.97
101314, 281.78
101315, 281.68
101316, 280.69
101317, 278.88
101318, 277.69
101319, 278.61
101320, 281.28
101321, 280.68
101322, 281.87
101323, 279.49
101324, 281.08
101325, 277.63
101326, 281.63
101327, 280.32
101328, 277.39
101329, 277.85
101330, 278.44
101331, 278.75
101332, 277.89
101333, 275.83
101334, 276.79
101335, 275.8
101336, 276.64
101337, 276.69
101338, 279.49
101339, 276.48
101340, 291.76
101341, 296.8
101342, 297.36
101343, 297.29
101344, 296.52
101345, 296.5
101346, 295.94
101347, 298.53
101348, 292.65
101349, 295.53
101350, 295.37
101351, 295.0
101352, 297.71
101353, 296.31
101354, 299.4
101355, 297.24
101356, 297.5
101357, 301.0
101358, 300.89
101359, 297.81
101360, 296.26
101361, 292.6
101362, 294.54
101363, 298.49
101364, 294.66
101365, 295.63
101366, 297.16
101367, 297.49
101368, 293.79
101369, 296.81
101370, 294.84
101371, 292.0
101372, 292.23
101373, 294.37
101374, 297.25
101375, 295.06
101376, 297.92
101377, 295.58
101378, 300.69
101379, 299.8
101380, 300.15
101381, 299.88
101382, 299.2
101383, 298.03
101384, 296.25
101385, 294.67
101386, 298.81
101387, 295.29
101388, 291.32
101389, 291.69
101390, 293.72
101391, 292.59
101392, 293.9
101393, 293.36
101394, 298.28
101395, 295.67
101396, 300.32
101397, 302.81
101398, 301.05
101399, 301.87
101400, 298.97
101401, 297.85
101402, 293.74
101403, 298.65
101404, 297.94
101405, 297.06
101406, 297.64
101407, 300.89
101408, 298.43
101409, 302.03
101410, 301.52
101411, 302.34
101412, 302.73
101413, 303.04
101414, 303.04
101415, 302.82
101416, 302.93
101417, 302.89
101418, 302.7
101419, 303.13
101420, 301.65
101421, 301.41
101422, 297.92
101423, 300.97
101424, 301.67
101425, 302.0
101426, 298.49
101427, 298.08
101428, 298.1
101429, 299.95
101430, 302.18
101431, 302.91
101432, 304.57
101433, 304.74
101434, 305.26
101435, 304.92
101436, 303.6
101437, 306.45
101438, 302.94
101439, 304.01
101440, 303.56
101441, 304.37
101442, 303.02
101443, 303.48
101444, 304.69
101445, 306.65
101446, 311.95
101447, 317.14
101448, 317.31
101449, 317.23
101450, 319.35
101451, 318.0
101452, 318.38
101453, 319.16
101454, 321.35
101455, 320.16
101456, 320.26
101457, 316.52
101458, 319.91
101459, 325.92
101460, 329.76
101461, 335.08
101462, 338.96
101463, 345.28
101464, 349.52
101465, 356.07
101466, 361.22
101467, 361.76
101468, 361.67
101469, 366.55
101470, 372.17
101471, 376.91
101472, 383.02
101473, 381.88
101474, 364.24
101475, 362.4
101476, 361.23
101477, 359.48
101478, 359.16
101479, 360.41
101480, 361.87
101481, 361.85
101482, 365.08
101483, 366.05
101484, 366.43
101485, 364.1
101486, 364.49
101487, 364.83
101488, 365.11
101489, 363.0
101490, 361.91
101491, 364.2
101492, 360.67
101493, 360.27
101494, 361.7
101495, 361.38
101496, 360.44
101497, 359.89
101498, 359.96
101499, 359.83
101500, 359.63
101501, 359.91
101502, 358.54
101503, 358.74
101504, 360.5
101505, 359.19
101506, 359.58
101507, 359.44
101508, 358.09
101509, 358.88
101510, 358.03
101511, 357.38
101512, 358.83
101513, 358.61
101514, 357.95
101515, 358.03
101516, 358.96
101517, 359.53
101518, 358.01
101519, 358.35
101520, 362.1
101521, 364.41
101522, 363.48
101523, 363.64
101524, 364.28
101525, 364.79
101526, 364.92
101527, 363.98
101528, 364.25
101529, 365.47
101530, 368.39
101531, 369.41
101532, 367.51
101533, 368.71
101534, 371.29
101535, 396.08
101536, 400.11
101537, 400.47
101538, 401.93
101539, 402.93
101540, 405.4
101541, 405.51
101542, 402.8
101543, 407.79
101544, 410.45
101545, 420.88
101546, 437.12
101547, 437.27
101548, 436.76
101549, 434.73
101550, 434.92
101551, 435.22
101552, 434.84
101553, 434.59
101554, 435.32
101555, 436.27
101556, 437.95
101557, 437.45
101558, 438.88
101559, 437.57
101560, 438.51
101561, 436.55
101562, 435.12
101563, 437.77
101564, 438.3
101565, 436.52
101566, 435.91
101567, 436.08
101568, 436.67
101569, 436.4
101570, 436.09
101571, 437.96
101572, 435.8
101573, 435.39
101574, 434.41
101575, 433.15
101576, 437.23
101577, 436.95
101578, 436.56
101579, 433.74
101580, 433.66
101581, 433.23
101582, 434.42
101583, 433.52
101584, 433.39
101585, 430.07
101586, 424.82
101587, 413.19
101588, 408.0
101589, 401.55
101590, 399.9
101591, 400.8
101592, 399.05
101593, 398.33
101594, 396.12
101595, 398.41
101596, 397.68
101597, 395.69
101598, 392.52
101599, 395.26
101600, 404.6
101601, 404.35
101602, 400.57
101603, 399.97
101604, 398.33
101605, 396.71
101606, 394.92
101607, 393.07
101608, 390.24
101609, 387.22
101610, 383.97
101611, 377.35
101612, 365.57
101613, 362.23
101614, 360.4
101615, 358.16
101616, 357.45
101617, 358.19
101618, 356.87
101619, 352.29
101620, 343.08
101621, 340.55
101622, 338.85
101623, 337.2
101624, 334.21
101625, 330.86
101626, 328.32
101627, 326.72
101628, 324.51
101629, 323.05
101630, 321.65
101631, 320.02
101632, 319.21
101633, 317.41
101634, 315.27
101635, 313.23
101636, 309.18
101637, 305.84
101638, 305.75
101639, 302.47
101640, 298.75
101641, 296.85
101642, 296.26
101643, 294.26
101644, 294.03
101645, 294.11
101646, 293.45
101647, 291.88
101648, 291.28
101649, 290.18
101650, 289.45
101651, 288.62
101652, 286.98
101653, 286.0
101654, 283.55
101655, 282.77
101656, 281.22
101657, 278.58
101658, 278.61
101659, 277.27
101660, 275.03
101661, 271.92
101662, 270.45
101663, 269.15
101664, 257.0
101665, 256.51
101666, 254.74
101667, 254.05
101668, 255.86
101669, 256.51
101670, 256.25
101671, 256.23
101672, 257.45
101673, 256.63
101674, 256.15
101675, 257.03
101676, 254.25
101677, 236.26
101678, 216.29
101679, 200.09
101680, 207.8
101681, 207.22
101682, 207.15
101683, 206.69
101684, 213.73
101685, 217.68
101686, 218.63
101687, 207.72
101688, 203.84
101689, 201.79
101690, 200.12
101691, 200.92
101692, 200.54
101693, 199.8
101694, 198.87
101695, 195.29
101696, 188.97
101697, 182.63
101698, 176.91
101699, 170.75
101700, 165.26
101701, 160.85
101702, 156.31
101703, 151.43
101704, 147.13
101705, 142.65
101706, 138.36
101707, 134.86
101708, 135.95
101709, 134.68
101710, 131.67
101711, 128.58
101712, 127.4
101713, 127.0
101714, 125.3
101715, 123.58
101716, 122.73
101717, 119.96
101718, 113.57
101719, 106.74
101720, 103.3
101721, 101.85
101722, 101.54
101723, 100.48
101724, 98.66
101725, 97.35
101726, 95.45
101727, 95.49
101728, 93.5
101729, 92.56
101730, 91.15
101731, 91.27
101732, 91.0
101733, 89.33
101734, 87.38
101735, 86.34
101736, 85.3
101737, 84.28
101738, 83.16
101739, 82.17
101740, 81.67
101741, 81.65
101742, 81.74
101743, 80.56
101744, 78.79
101745, 79.57
101746, 80.94
101747, 81.95
101748, 81.75
101749, 81.63
101750, 79.98
101751, 79.85
101752, 79.58
101753, 77.39
101754, 78.38
101755, 79.28
101756, 80.21
101757, 79.79
101758, 79.57
101759, 80.33
101760, 80.96
101761, 80.55
101762, 80.21
101763, 80.67
101764, 80.66
101765, 81.0
101766, 81.11
101767, 81.69
101768, 81.3
101769, 81.68
101770, 82.09
101771, 85.56
101772, 85.44
101773, 86.49
101774, 86.51
101775, 87.07
101776, 86.89
101777, 87.61
101778, 88.04
101779, 87.98
101780, 87.44
101781, 86.89
101782, 85.29
101783, 88.27
101784, 87.35
101785, 87.13
101786, 87.24
101787, 87.66
101788, 87.37
101789, 87.02
101790, 86.79
101791, 86.13
101792, 85.92
101793, 85.52
101794, 85.19
101795, 86.45
101796, 87.27
101797, 87.57
101798, 87.73
101799, 87.56
101800, 86.47
101801, 87.0
101802, 90.35
101803, 94.5
101804, 98.75
101805, 102.59
101806, 106.35
101807, 109.83
101808, 112.31
101809, 105.85
101810, 115.24
101811, 119.29
101812, 123.09
101813, 127.04
101814, 129.71
101815, 131.9
101816, 134.54
101817, 134.78
101818, 135.32
101819, 136.35
101820, 136.25
101821, 135.85
101822, 135.14
101823, 134.82
101824, 134.36
101825, 134.37
101826, 134.48
101827, 133.71
101828, 134.21
101829, 134.63
101830, 134.94
101831, 132.93
101832, 131.22
101833, 128.46
101834, 126.14
101835, 123.91
101836, 121.77
101837, 119.82
101838, 119.63
101839, 119.59
101840, 116.06
101841, 114.31
101842, 111.59
101843, 108.44
101844, 107.31
101845, 104.32
101846, 102.23
101847, 100.0
101848, 97.0
101849, 95.62
101850, 93.19
101851, 91.32
101852, 89.35
101853, 87.29
101854, 85.16
101855, 82.74
101856, 81.63
101857, 78.96
101858, 78.16
101859, 75.01
101860, 72.1
101861, 70.34
101862, 69.66
101863, 59.31
101864, 59.95
101865, 58.97
101866, 59.22
101867, 56.62
101868, 56.13
101869, 58.43
101870, 59.54
101871, 59.45
101872, 58.34
101873, 58.77
101874, 58.33
101875, 58.41
101876, 58.16
101877, 57.58
101878, 58.3
101879, 57.88
101880, 57.88
101881, 59.66
101882, 61.12
101883, 61.91
101884, 61.55
101885, 61.63
101886, 62.21
101887, 61.88
101888, 64.07
101889, 65.36
101890, 65.14
101891, 64.8
101892, 64.85
101893, 65.13
101894, 65.43
101895, 64.1
101896, 63.45
101897, 62.91
101898, 63.2
101899, 64.08
101900, 64.73
101901, 65.04
101902, 66.11
101903, 67.79
101904, 65.79
101905, 65.63
101906, 65.3
101907, 64.96
101908, 64.92
101909, 64.89
101910, 64.56
101911, 63.64
101912, 63.97
101913, 63.53
101914, 63.69
101915, 63.36
101916, 63.27
101917, 63.14
101918, 63.05
101919, 63.23
101920, 63.4
101921, 62.97
101922, 63.31
101923, 62.72
101924, 62.88
101925, 63.08
101926, 62.91
101927, 63.42
101928, 63.65
101929, 63.88
101930, 63.97
101931, 64.07
101932, 63.09
101933, 62.8
101934, 61.6
101935, 63.08
101936, 63.53
101937, 63.54
101938, 63.91
101939, 64.23
101940, 64.07
101941, 64.53
101942, 65.6
101943, 65.28
101944, 66.17
101945, 65.3
101946, 65.13
101947, 66.06
101948, 65.49
101949, 66.1
101950, 65.27
101951, 64.89
101952, 65.4
101953, 64.84
101954, 65.07
101955, 65.24
101956, 64.23
101957, 64.19
101958, 63.88
101959, 64.02
101960, 65.02
101961, 64.37
101962, 64.22
101963, 63.62
101964, 64.08
101965, 62.62
101966, 63.65
101967, 63.81
101968, 63.86
101969, 63.77
101970, 63.67
101971, 64.07
101972, 63.87
101973, 63.67
101974, 63.9
101975, 63.58
101976, 64.08
101977, 64.22
101978, 63.57
101979, 63.88
101980, 63.75
101981, 63.76
101982, 64.04
101983, 64.05
101984, 63.61
101985, 63.4
101986, 63.88
101987, 63.98
101988, 63.45
101989, 63.76
101990, 63.63
101991, 63.17
101992, 63.51
101993, 64.14
101994, 63.56
101995, 63.73
101996, 62.88
101997, 62.03
101998, 60.05
101999, 60.3
102000, 59.56
102001, 59.38
102002, 60.76
102003, 60.44
102004, 60.46
102005, 59.54
102006, 61.1
102007, 60.17
102008, 61.25
102009, 60.92
102010, 61.52
102011, 61.42
102012, 61.52
102013, 61.42
102014, 61.73
102015, 61.94
102016, 61.55
102017, 61.38
102018, 61.47
102019, 61.2
102020, 61.22
102021, 60.56
102022, 60.85
102023, 60.83
102024, 60.21
102025, 59.38
102026, 59.39
102027, 59.36
102028, 59.36
102029, 59.37
102030, 59.37
102031, 59.3
102032, 59.61
102033, 59.48
102034, 59.34
102035, 59.38
102036, 59.27
102037, 59.9
102038, 59.52
102039, 59.54
102040, 59.48
102041, 60.46
102042, 59.75
102043, 59.46
102044, 61.03
102045, 59.96
102046, 61.35
102047, 61.03
102048, 62.25
102049, 62.85
102050, 62.71
102051, 63.06
102052, 63.69
102053, 63.72
102054, 64.09
102055, 64.33
102056, 64.16
102057, 63.73
102058, 63.1
102059, 63.39
102060, 63.38
102061, 63.04
102062, 62.97
102063, 63.05
102064, 62.91
102065, 62.65
102066, 62.47
102067, 62.59
102068, 62.05
102069, 62.76
102070, 61.99
102071, 60.68
102072, 61.85
102073, 60.81
102074, 60.51
102075, 61.17
102076, 61.12
102077, 60.54
102078, 60.4
102079, 60.5
102080, 60.9
102081, 61.57
102082, 61.98
102083, 62.36
102084, 62.33
102085, 59.43
102086, 59.41
102087, 59.4
102088, 59.61
102089, 58.11
102090, 58.93
102091, 60.13
102092, 59.71
102093, 61.09
102094, 60.4
102095, 60.19
102096, 60.95
102097, 60.81
102098, 61.51
102099, 62.11
102100, 61.94
102101, 61.75
102102, 60.83
102103, 61.03
102104, 61.14
102105, 62.2
102106, 62.37
102107, 62.7
102108, 63.01
102109, 63.11
102110, 63.36
102111, 63.66
102112, 63.92
102113, 64.33
102114, 63.4
102115, 63.07
102116, 63.35
102117, 63.63
102118, 63.26
102119, 62.89
102120, 62.54
102121, 62.68
102122, 62.82
102123, 62.68
102124, 62.54
102125, 62.42
102126, 62.92
102127, 62.9
102128, 61.62
102129, 60.01
102130, 60.55
102131, 60.72
102132, 60.26
102133, 60.8
102134, 59.92
102135, 61.11
102136, 61.69
102137, 60.85
102138, 61.4
102139, 60.16
102140, 58.86
102141, 58.25
102142, 57.09
102143, 57.12
102144, 57.3
102145, 57.12
102146, 56.56
102147, 56.97
102148, 57.33
102149, 57.16
102150, 56.82
102151, 54.78
102152, 55.44
102153, 56.06
102154, 57.33
102155, 57.38
102156, 56.11
102157, 71.62
102158, 82.89
102159, 92.25
102160, 98.48
102161, 110.43
102162, 121.54
102163, 124.44
102164, 123.16
102165, 137.18
102166, 152.61
102167, 165.6
102168, 168.86
102169, 161.81
102170, 162.65
102171, 174.22
102172, 187.67
102173, 193.06
102174, 202.56
102175, 211.16
102176, 214.96
102177, 205.98
102178, 223.26
102179, 265.42
102180, 270.08
102181, 271.92
102182, 277.14
102183, 281.92
102184, 282.54
102185, 282.67
102186, 282.6
102187, 283.82
102188, 295.74
102189, 320.28
102190, 326.4
102191, 328.09
102192, 327.01
102193, 327.79
102194, 329.17
102195, 330.36
102196, 332.96
102197, 339.1
102198, 352.62
102199, 380.06
102200, 389.93
102201, 391.9
102202, 396.41
102203, 399.54
102204, 400.94
102205, 397.14
102206, 396.14
102207, 396.79
102208, 393.88
102209, 397.39
102210, 399.78
102211, 399.27
102212, 396.72
102213, 396.34
102214, 391.76
102215, 391.85
102216, 391.12
102217, 394.62
102218, 396.11
102219, 397.91
102220, 399.98
102221, 404.58
102222, 405.18
102223, 406.81
102224, 407.3
102225, 409.37
102226, 409.04
102227, 409.14
102228, 409.62
102229, 412.43
102230, 409.56
102231, 411.06
102232, 413.64
102233, 413.53
102234, 414.26
102235, 412.29
102236, 410.04
102237, 404.28
102238, 407.02
102239, 405.08
102240, 403.4
102241, 405.35
102242, 405.48
102243, 404.25
102244, 406.86
102245, 407.97
102246, 409.77
102247, 410.37
102248, 407.44
102249, 429.52
102250, 447.62
102251, 475.36
102252, 504.65
102253, 531.99
102254, 543.0
102255, 546.01
102256, 551.04
102257, 552.33
102258, 554.01
102259, 557.26
102260, 560.28
102261, 563.17
102262, 563.49
102263, 562.76
102264, 563.58
102265, 564.2
102266, 565.47
102267, 565.07
102268, 564.93
102269, 565.75
102270, 568.12
102271, 567.82
102272, 565.7
102273, 565.8
102274, 565.87
102275, 565.62
102276, 565.98
102277, 566.25
102278, 564.41
102279, 562.73
102280, 564.11
102281, 563.62
102282, 564.27
102283, 564.06
102284, 565.27
102285, 565.8
102286, 566.6
102287, 564.88
102288, 566.71
102289, 566.24
102290, 565.31
102291, 565.17
102292, 564.73
102293, 565.19
102294, 564.03
102295, 564.4
102296, 564.6
102297, 565.84
102298, 566.07
102299, 565.23
102300, 565.8
102301, 565.31
102302, 565.19
102303, 566.2
102304, 566.19
102305, 566.24
102306, 563.82
102307, 564.16
102308, 563.43
102309, 563.85
102310, 563.96
102311, 565.11
102312, 564.37
102313, 564.83
102314, 565.22
102315, 566.04
102316, 565.16
102317, 563.08
102318, 566.65
102319, 565.24
102320, 565.29
102321, 565.34
102322, 562.45
102323, 560.54
102324, 560.23
102325, 564.47
102326, 566.14
102327, 564.68
102328, 565.84
102329, 565.88
102330, 565.46
102331, 563.71
102332, 562.61
102333, 565.67
102334, 564.05
102335, 562.36
102336, 563.43
102337, 562.09
102338, 562.76
102339, 563.01
102340, 564.16
102341, 566.6
102342, 565.3
102343, 565.19
102344, 565.46
102345, 564.48
102346, 563.93
102347, 564.07
102348, 564.02
102349, 564.45
102350, 564.25
102351, 566.1
102352, 564.32
102353, 563.55
102354, 564.15
102355, 563.21
102356, 562.81
102357, 561.92
102358, 559.56
102359, 561.49
102360, 562.53
102361, 563.19
102362, 564.52
102363, 563.99
102364, 564.13
102365, 564.51
102366, 563.78
102367, 563.3
102368, 564.24
102369, 562.66
102370, 562.89
102371, 563.62
