Index, PS Output(MW)
14886, 492.8
14887, 491.05
14888, 491.19
14889, 489.81
14890, 488.79
14891, 490.32
14892, 489.24
14893, 487.92
14894, 486.06
14895, 486.71
14896, 487.9
14897, 489.03
14898, 489.26
14899, 489.49
14900, 488.89
14901, 489.14
14902, 488.94
14903, 489.62
14904, 490.28
14905, 490.07
14906, 489.32
14907, 488.99
14908, 488.26
14909, 486.14
14910, 483.71
14911, 482.09
14912, 481.98
14913, 480.72
14914, 480.21
14915, 479.89
14916, 479.84
14917, 478.55
14918, 475.74
14919, 471.99
14920, 468.5
14921, 468.45
14922, 470.17
14923, 467.81
14924, 467.57
14925, 465.81
14926, 466.53
14927, 466.52
14928, 467.38
14929, 466.29
14930, 463.73
14931, 465.49
14932, 465.41
14933, 464.85
14934, 462.52
14935, 462.18
14936, 462.46
14937, 463.29
14938, 462.78
14939, 463.65
14940, 465.33
14941, 465.73
14942, 466.55
14943, 467.14
14944, 467.37
14945, 467.27
14946, 470.53
14947, 469.71
14948, 472.21
14949, 469.78
14950, 470.65
14951, 473.5
14952, 472.61
14953, 469.78
14954, 469.99
14955, 467.87
14956, 464.43
14957, 460.24
14958, 459.28
14959, 449.41
14960, 435.22
14961, 433.53
14962, 429.59
14963, 428.09
14964, 427.05
14965, 425.09
14966, 424.95
14967, 424.09
14968, 422.87
14969, 422.62
14970, 420.42
14971, 418.67
14972, 415.32
14973, 414.92
14974, 415.5
14975, 415.99
14976, 417.08
14977, 417.02
14978, 415.63
14979, 416.57
14980, 415.93
14981, 417.42
14982, 417.8
14983, 418.74
14984, 420.04
14985, 419.71
14986, 418.88
14987, 420.21
14988, 420.46
14989, 420.56
14990, 420.72
14991, 421.72
14992, 422.43
14993, 423.47
14994, 425.49
14995, 428.9
14996, 445.17
14997, 457.56
14998, 461.12
14999, 462.51
15000, 463.16
15001, 463.99
15002, 464.01
15003, 465.17
15004, 465.03
15005, 463.91
15006, 464.58
15007, 465.11
15008, 464.88
15009, 465.22
15010, 465.72
15011, 465.12
15012, 465.56
15013, 466.05
15014, 467.68
15015, 468.99
15016, 469.75
15017, 470.8
15018, 471.66
15019, 471.27
15020, 469.3
15021, 472.08
15022, 468.75
15023, 466.49
15024, 469.97
15025, 466.01
15026, 467.07
15027, 466.72
15028, 465.78
15029, 464.42
15030, 465.11
15031, 465.15
15032, 464.5
15033, 464.2
15034, 462.73
15035, 463.25
15036, 463.85
15037, 463.46
15038, 462.12
15039, 461.73
15040, 460.08
15041, 460.54
15042, 458.99
15043, 459.44
15044, 459.36
15045, 456.22
15046, 453.29
15047, 450.45
15048, 450.75
15049, 449.85
15050, 450.15
15051, 450.01
15052, 451.81
15053, 454.05
15054, 454.75
15055, 456.43
15056, 458.82
15057, 460.82
15058, 462.09
15059, 463.99
15060, 464.55
15061, 465.15
15062, 465.63
15063, 466.52
15064, 465.43
15065, 466.48
15066, 466.56
15067, 468.23
15068, 468.58
15069, 469.2
15070, 473.87
15071, 475.51
15072, 475.04
15073, 471.7
15074, 469.78
15075, 463.88
15076, 456.4
15077, 443.39
15078, 438.9
15079, 431.87
15080, 430.76
15081, 427.21
15082, 425.6
15083, 424.54
15084, 425.58
15085, 423.99
15086, 423.15
15087, 422.26
15088, 422.34
15089, 423.13
15090, 422.56
15091, 422.41
15092, 422.65
15093, 422.66
15094, 423.66
15095, 422.13
15096, 421.36
15097, 421.67
15098, 422.11
15099, 423.25
15100, 423.19
15101, 424.46
15102, 423.46
15103, 424.38
15104, 424.53
15105, 424.44
15106, 424.87
15107, 424.69
15108, 425.37
15109, 424.94
15110, 425.22
15111, 425.38
15112, 425.47
15113, 425.26
15114, 423.81
15115, 424.27
15116, 426.12
15117, 425.94
15118, 425.61
15119, 426.17
15120, 426.48
15121, 427.49
15122, 426.79
15123, 425.78
15124, 427.13
15125, 426.14
15126, 426.48
15127, 425.78
15128, 425.81
15129, 426.04
15130, 426.36
15131, 425.33
15132, 423.29
15133, 423.34
15134, 422.47
15135, 414.87
15136, 409.92
15137, 409.72
15138, 408.87
15139, 408.17
15140, 407.43
15141, 407.62
15142, 407.43
15143, 407.72
15144, 407.85
15145, 407.58
15146, 407.38
15147, 407.43
15148, 408.45
15149, 408.7
15150, 408.0
15151, 421.91
15152, 422.02
15153, 422.46
15154, 422.58
15155, 421.87
15156, 418.93
15157, 418.83
15158, 417.39
15159, 416.29
15160, 416.69
15161, 416.99
15162, 418.08
15163, 416.96
15164, 417.32
15165, 417.83
15166, 417.99
15167, 416.81
15168, 417.23
15169, 418.56
15170, 417.28
15171, 417.62
15172, 416.41
15173, 416.13
15174, 417.25
15175, 419.26
15176, 420.18
15177, 420.82
15178, 424.28
15179, 425.41
15180, 425.16
15181, 427.58
15182, 429.68
15183, 428.81
15184, 428.36
15185, 428.05
15186, 427.28
15187, 426.89
15188, 425.35
15189, 426.55
15190, 426.92
15191, 429.18
15192, 425.87
15193, 426.29
15194, 426.14
15195, 425.92
15196, 425.3
15197, 425.77
15198, 424.64
15199, 424.62
15200, 424.52
15201, 423.46
15202, 422.8
15203, 421.99
15204, 422.51
15205, 421.95
15206, 420.13
15207, 409.2
15208, 412.37
15209, 408.59
15210, 408.77
15211, 408.65
15212, 408.34
15213, 407.15
15214, 409.5
15215, 408.67
15216, 407.06
15217, 405.85
15218, 404.6
15219, 404.42
15220, 405.07
15221, 405.81
15222, 406.27
15223, 406.7
15224, 406.59
15225, 407.12
15226, 406.11
15227, 405.3
15228, 404.78
15229, 405.76
15230, 406.52
15231, 405.63
15232, 406.07
15233, 408.0
15234, 407.43
15235, 408.04
15236, 411.48
15237, 411.67
15238, 412.3
15239, 412.28
15240, 412.59
15241, 411.49
15242, 412.54
15243, 411.52
15244, 411.56
15245, 411.17
15246, 410.3
15247, 410.16
15248, 411.0
15249, 410.98
15250, 411.21
15251, 411.5
15252, 411.46
15253, 411.38
15254, 412.8
15255, 412.39
15256, 413.72
15257, 415.61
15258, 417.51
15259, 417.7
15260, 417.37
15261, 417.26
15262, 415.61
15263, 413.79
15264, 413.66
15265, 411.56
15266, 410.55
15267, 410.13
15268, 409.44
15269, 410.25
15270, 409.65
15271, 410.4
15272, 410.94
15273, 411.26
15274, 432.66
15275, 438.43
15276, 437.16
15277, 436.26
15278, 433.68
15279, 434.16
15280, 432.7
15281, 431.79
15282, 431.91
15283, 432.2
15284, 431.92
15285, 429.92
15286, 431.57
15287, 429.39
15288, 428.6
15289, 432.02
15290, 429.38
15291, 430.24
15292, 430.74
15293, 430.28
15294, 429.95
15295, 428.0
15296, 429.17
15297, 429.62
15298, 437.69
15299, 440.39
15300, 465.14
15301, 472.78
15302, 472.83
15303, 474.28
15304, 476.06
15305, 479.83
15306, 482.1
15307, 490.77
15308, 502.24
15309, 506.27
15310, 507.59
15311, 507.47
15312, 507.13
15313, 507.66
15314, 507.84
15315, 507.44
15316, 507.54
15317, 509.18
15318, 509.24
15319, 508.97
15320, 511.48
15321, 515.35
15322, 519.19
15323, 519.97
15324, 521.09
15325, 519.98
15326, 520.4
15327, 520.79
15328, 520.64
15329, 520.12
15330, 520.13
15331, 520.31
15332, 520.67
15333, 520.59
15334, 521.17
15335, 522.19
15336, 521.73
15337, 522.56
15338, 519.36
15339, 519.04
15340, 509.03
15341, 503.1
15342, 502.0
15343, 504.35
15344, 504.12
15345, 507.73
15346, 507.24
15347, 505.25
15348, 503.13
15349, 499.11
15350, 497.13
15351, 496.34
15352, 496.94
15353, 496.95
15354, 497.15
15355, 496.26
15356, 495.71
15357, 495.18
15358, 496.87
15359, 497.77
15360, 500.07
15361, 502.2
15362, 505.08
15363, 507.54
15364, 509.34
15365, 512.21
15366, 513.08
15367, 512.89
15368, 511.88
15369, 510.7
15370, 509.41
15371, 508.76
15372, 504.92
15373, 503.16
15374, 492.01
15375, 488.87
15376, 485.62
15377, 481.91
15378, 478.11
15379, 473.78
15380, 470.01
15381, 468.27
15382, 465.79
15383, 447.21
15384, 436.45
15385, 436.14
15386, 435.37
15387, 435.33
15388, 435.81
15389, 434.74
15390, 433.95
15391, 434.01
15392, 433.35
15393, 433.5
15394, 430.87
15395, 430.89
15396, 430.56
15397, 429.81
15398, 430.54
15399, 432.02
15400, 432.66
15401, 432.99
15402, 432.51
15403, 431.27
15404, 433.27
15405, 431.51
15406, 432.29
15407, 432.94
15408, 435.04
15409, 435.96
15410, 436.36
15411, 436.32
15412, 435.03
15413, 435.06
15414, 436.37
15415, 435.16
15416, 435.95
15417, 436.89
15418, 436.14
15419, 438.7
15420, 437.31
15421, 438.48
15422, 437.98
15423, 440.91
15424, 440.4
15425, 440.6
15426, 442.62
15427, 449.6
15428, 449.17
15429, 446.11
15430, 444.51
15431, 438.45
15432, 432.21
15433, 428.98
15434, 427.68
15435, 423.21
15436, 417.48
15437, 411.73
15438, 394.09
15439, 377.93
15440, 378.14
15441, 373.29
15442, 359.82
15443, 335.92
15444, 316.32
15445, 317.2
15446, 317.94
15447, 313.88
15448, 310.84
15449, 307.07
15450, 301.77
15451, 300.23
15452, 299.53
15453, 299.78
15454, 300.53
15455, 299.77
15456, 300.34
15457, 298.62
15458, 297.76
15459, 297.56
15460, 296.44
15461, 294.78
15462, 293.6
15463, 292.36
15464, 291.79
15465, 291.99
15466, 291.67
15467, 290.38
15468, 289.01
15469, 288.8
15470, 288.77
15471, 289.66
15472, 289.32
15473, 289.7
15474, 290.26
15475, 290.97
15476, 293.1
15477, 294.71
15478, 297.54
15479, 299.63
15480, 300.99
15481, 301.9
15482, 303.05
15483, 303.45
15484, 305.18
15485, 304.9
15486, 303.78
15487, 302.91
15488, 301.99
15489, 301.42
15490, 299.34
15491, 300.18
15492, 298.78
15493, 298.88
15494, 299.22
15495, 298.52
15496, 298.15
15497, 297.89
15498, 297.19
15499, 297.33
15500, 299.09
15501, 299.27
15502, 302.15
15503, 307.41
15504, 306.65
15505, 303.15
15506, 302.16
15507, 300.6
15508, 299.23
15509, 299.97
15510, 297.86
15511, 298.25
15512, 297.3
15513, 298.03
15514, 297.55
15515, 298.37
15516, 299.11
15517, 300.11
15518, 300.18
15519, 302.8
15520, 303.62
15521, 302.24
15522, 301.14
15523, 300.3
15524, 300.68
15525, 300.42
15526, 299.52
15527, 299.36
15528, 299.52
15529, 299.36
15530, 297.4
15531, 297.53
15532, 297.04
15533, 297.97
15534, 297.08
15535, 297.18
15536, 296.4
15537, 296.09
15538, 297.17
15539, 297.87
15540, 297.08
15541, 297.75
15542, 297.44
15543, 297.61
15544, 297.46
15545, 297.59
15546, 296.86
15547, 296.98
15548, 298.33
15549, 299.08
15550, 298.79
15551, 299.02
15552, 299.75
15553, 299.95
15554, 300.24
15555, 300.02
15556, 299.7
15557, 299.48
15558, 299.72
15559, 300.72
15560, 300.63
15561, 301.03
15562, 301.2
15563, 302.09
15564, 303.72
15565, 304.14
15566, 304.17
15567, 306.2
15568, 308.15
15569, 308.95
15570, 309.46
15571, 311.8
15572, 312.3
15573, 312.99
15574, 311.91
15575, 311.8
15576, 312.09
15577, 311.18
15578, 313.11
15579, 312.09
15580, 312.5
15581, 310.86
15582, 311.89
15583, 311.83
15584, 312.07
15585, 311.45
15586, 311.76
15587, 311.45
15588, 311.36
15589, 311.93
15590, 310.08
15591, 310.01
15592, 310.38
15593, 309.38
15594, 312.31
15595, 309.1
15596, 308.02
15597, 308.4
15598, 308.36
15599, 308.17
15600, 307.54
15601, 308.55
15602, 308.05
15603, 307.57
15604, 307.33
15605, 307.52
15606, 308.1
15607, 307.85
15608, 309.27
15609, 310.73
15610, 309.94
15611, 310.37
15612, 309.73
15613, 310.25
15614, 309.59
15615, 310.35
15616, 310.12
15617, 310.07
15618, 310.27
15619, 309.97
15620, 309.19
15621, 308.44
15622, 305.7
15623, 304.29
15624, 302.41
15625, 301.66
15626, 300.12
15627, 301.06
15628, 300.99
15629, 300.93
15630, 300.59
15631, 299.75
15632, 300.02
15633, 299.8
15634, 300.08
15635, 300.05
15636, 300.12
15637, 300.56
15638, 300.09
15639, 301.22
15640, 301.17
15641, 300.82
15642, 300.78
15643, 300.16
15644, 300.06
15645, 299.63
15646, 299.9
15647, 300.3
15648, 301.23
15649, 301.12
15650, 301.66
15651, 300.72
15652, 301.75
15653, 302.9
15654, 303.14
15655, 303.28
15656, 303.78
15657, 304.21
15658, 305.04
15659, 305.8
15660, 305.21
15661, 307.33
15662, 306.29
15663, 306.62
15664, 307.55
15665, 307.82
15666, 309.09
15667, 309.8
15668, 310.73
15669, 312.35
15670, 311.75
15671, 311.59
15672, 311.42
15673, 312.78
15674, 312.93
15675, 312.38
15676, 313.08
15677, 313.35
15678, 313.84
15679, 312.92
15680, 312.57
15681, 311.24
15682, 310.52
15683, 309.2
15684, 307.31
15685, 305.15
15686, 305.62
15687, 303.47
15688, 302.84
15689, 303.46
15690, 303.45
15691, 303.69
15692, 304.78
15693, 303.89
15694, 306.23
15695, 306.26
15696, 305.06
15697, 305.22
15698, 304.22
15699, 305.99
15700, 302.67
15701, 302.24
15702, 302.45
15703, 303.53
15704, 303.54
15705, 302.54
15706, 303.09
15707, 303.7
15708, 302.95
15709, 305.24
15710, 304.59
15711, 304.06
15712, 303.21
15713, 304.95
15714, 307.41
15715, 307.08
15716, 306.98
15717, 305.15
15718, 304.63
15719, 303.52
15720, 301.66
15721, 300.95
15722, 300.29
15723, 301.07
15724, 300.21
15725, 301.61
15726, 301.02
15727, 303.06
15728, 301.87
15729, 302.95
15730, 302.69
15731, 302.55
15732, 302.52
15733, 303.63
15734, 303.99
15735, 303.86
15736, 304.03
15737, 303.29
15738, 300.91
15739, 300.87
15740, 300.62
15741, 299.12
15742, 298.4
15743, 299.01
15744, 297.89
15745, 295.29
15746, 293.84
15747, 293.59
15748, 293.77
15749, 295.71
15750, 294.67
15751, 296.09
15752, 296.47
15753, 296.12
15754, 296.76
15755, 296.91
15756, 296.93
15757, 295.88
15758, 293.63
15759, 293.02
15760, 292.34
15761, 290.75
15762, 289.72
15763, 289.15
15764, 290.83
15765, 290.88
15766, 291.42
15767, 292.99
15768, 292.14
15769, 291.73
15770, 295.02
15771, 294.94
15772, 296.41
15773, 298.27
15774, 298.36
15775, 298.46
15776, 298.41
15777, 298.76
15778, 300.43
15779, 301.41
15780, 301.55
15781, 302.16
15782, 300.71
15783, 301.73
15784, 298.96
15785, 298.68
15786, 298.64
15787, 299.04
15788, 297.09
15789, 295.92
15790, 294.4
15791, 293.75
15792, 291.23
15793, 288.67
15794, 288.5
15795, 288.4
15796, 286.86
15797, 285.08
15798, 285.78
15799, 287.94
15800, 289.37
15801, 289.59
15802, 289.73
15803, 291.49
15804, 292.74
15805, 289.53
15806, 288.37
15807, 285.75
15808, 288.58
15809, 289.64
15810, 291.14
15811, 292.9
15812, 293.56
15813, 296.85
15814, 296.65
15815, 297.88
15816, 299.21
15817, 300.33
15818, 301.21
15819, 302.58
15820, 303.84
15821, 305.21
15822, 307.66
15823, 308.15
15824, 311.44
15825, 312.48
15826, 314.55
15827, 315.02
15828, 316.3
15829, 316.17
15830, 317.18
15831, 317.32
15832, 317.97
15833, 316.71
15834, 315.5
15835, 314.88
15836, 315.72
15837, 315.87
15838, 314.86
15839, 313.7
15840, 312.56
15841, 311.23
15842, 310.6
15843, 310.57
15844, 309.72
15845, 309.17
15846, 308.09
15847, 307.0
15848, 307.35
15849, 305.35
15850, 304.72
15851, 304.19
15852, 304.18
15853, 302.91
15854, 303.63
15855, 301.29
15856, 303.84
15857, 299.95
15858, 301.61
15859, 302.34
15860, 301.54
15861, 301.68
15862, 296.88
15863, 296.45
15864, 294.93
15865, 295.21
15866, 295.31
15867, 294.31
15868, 292.14
15869, 291.77
15870, 290.38
15871, 293.39
15872, 293.42
15873, 295.09
15874, 294.17
15875, 292.37
15876, 293.37
15877, 293.48
15878, 294.75
15879, 295.19
15880, 296.45
15881, 297.4
15882, 298.79
15883, 298.81
15884, 299.33
15885, 298.61
15886, 299.42
15887, 300.52
15888, 301.25
15889, 303.49
15890, 302.82
15891, 301.74
15892, 301.45
15893, 300.1
15894, 301.0
15895, 301.08
15896, 300.58
15897, 300.4
15898, 299.24
15899, 298.81
15900, 299.69
15901, 298.84
15902, 297.68
15903, 297.42
15904, 297.7
15905, 296.67
15906, 294.82
15907, 294.92
15908, 294.04
15909, 294.93
15910, 294.12
15911, 294.76
15912, 293.63
15913, 292.58
15914, 290.27
15915, 289.08
15916, 286.4
15917, 286.99
15918, 285.61
15919, 285.96
15920, 286.77
15921, 288.0
15922, 290.64
15923, 290.05
15924, 288.52
15925, 288.68
15926, 289.7
15927, 289.45
15928, 290.76
15929, 291.06
15930, 291.58
15931, 288.99
15932, 290.6
15933, 290.07
15934, 291.36
15935, 290.0
15936, 288.68
15937, 286.79
15938, 287.27
15939, 287.03
15940, 285.9
15941, 284.98
15942, 284.78
15943, 284.77
15944, 283.42
15945, 284.02
15946, 283.5
15947, 282.52
15948, 284.28
15949, 284.37
15950, 284.78
15951, 285.1
15952, 287.47
15953, 288.42
15954, 289.52
15955, 289.35
15956, 289.83
15957, 290.23
15958, 290.3
15959, 293.66
15960, 292.52
15961, 292.32
15962, 292.5
15963, 292.48
15964, 291.9
15965, 290.43
15966, 291.58
15967, 291.81
15968, 292.39
15969, 293.07
15970, 290.76
15971, 291.9
15972, 292.16
15973, 290.85
15974, 291.27
15975, 289.93
15976, 291.79
15977, 290.83
15978, 291.07
15979, 291.49
15980, 293.81
15981, 293.67
15982, 295.49
15983, 296.42
15984, 295.79
15985, 298.75
15986, 297.45
15987, 298.12
15988, 298.01
15989, 298.36
15990, 297.93
15991, 297.02
15992, 299.04
15993, 297.77
15994, 298.53
15995, 297.99
15996, 298.18
15997, 299.63
15998, 297.4
15999, 297.24
16000, 296.28
16001, 297.61
16002, 296.54
16003, 296.58
16004, 296.76
16005, 296.93
16006, 296.72
16007, 298.63
16008, 299.45
16009, 299.62
16010, 298.54
16011, 298.97
16012, 298.34
16013, 299.37
16014, 299.18
16015, 298.92
16016, 299.8
16017, 299.7
16018, 297.2
16019, 297.58
16020, 298.05
16021, 298.43
16022, 297.7
16023, 298.56
16024, 298.26
16025, 297.7
16026, 297.73
16027, 297.58
16028, 297.49
16029, 297.77
16030, 295.29
16031, 294.46
16032, 295.88
16033, 296.3
16034, 297.49
16035, 297.51
16036, 297.33
16037, 295.53
16038, 296.73
16039, 296.23
16040, 297.6
16041, 298.17
16042, 297.55
16043, 297.39
16044, 297.39
16045, 295.9
16046, 295.42
16047, 296.03
16048, 295.64
16049, 294.33
16050, 294.95
16051, 296.68
16052, 302.99
16053, 307.99
16054, 314.92
16055, 321.16
16056, 324.39
16057, 324.48
16058, 328.21
16059, 328.22
16060, 329.74
16061, 331.04
16062, 331.89
16063, 341.46
16064, 352.8
16065, 355.11
16066, 356.25
16067, 357.86
16068, 359.21
16069, 359.89
16070, 362.81
16071, 384.49
16072, 389.29
16073, 389.05
16074, 390.31
16075, 391.69
16076, 391.02
16077, 392.32
16078, 391.11
16079, 392.36
16080, 393.44
16081, 394.26
16082, 394.51
16083, 394.54
16084, 394.56
16085, 394.61
16086, 394.54
16087, 395.57
16088, 394.56
16089, 394.53
16090, 393.92
16091, 393.92
16092, 393.94
16093, 393.67
16094, 393.47
16095, 393.37
16096, 392.87
16097, 392.87
16098, 391.92
16099, 391.34
16100, 391.59
16101, 389.26
16102, 390.07
16103, 388.3
16104, 388.59
16105, 385.54
16106, 387.22
16107, 387.45
16108, 388.91
16109, 392.36
16110, 390.83
16111, 391.89
16112, 391.38
16113, 391.27
16114, 392.07
16115, 392.16
16116, 390.44
16117, 391.58
16118, 392.5
16119, 393.56
16120, 393.91
16121, 393.87
16122, 393.44
16123, 393.63
16124, 394.29
16125, 392.75
16126, 392.97
16127, 393.64
16128, 393.85
16129, 394.16
16130, 394.1
16131, 394.07
16132, 394.03
16133, 394.59
16134, 394.04
16135, 393.45
16136, 392.87
16137, 393.76
16138, 391.38
16139, 392.72
16140, 391.84
16141, 391.76
16142, 391.3
16143, 392.48
16144, 394.01
16145, 392.69
16146, 393.81
16147, 394.16
16148, 393.56
16149, 393.16
16150, 393.23
16151, 392.44
16152, 392.57
16153, 392.15
16154, 391.88
16155, 391.72
16156, 390.67
16157, 390.32
16158, 389.65
16159, 389.73
16160, 389.87
16161, 372.77
16162, 362.88
16163, 361.79
16164, 360.14
16165, 357.53
16166, 355.89
16167, 356.06
16168, 356.67
16169, 356.22
16170, 355.81
16171, 355.73
16172, 355.47
16173, 355.72
16174, 356.28
16175, 355.85
16176, 355.57
16177, 354.99
16178, 355.58
16179, 355.29
16180, 354.55
16181, 354.6
16182, 353.5
16183, 351.81
16184, 351.32
16185, 349.57
16186, 348.57
16187, 332.89
16188, 323.47
16189, 321.97
16190, 322.17
16191, 322.6
16192, 319.08
16193, 318.53
16194, 318.38
16195, 315.15
16196, 312.75
16197, 308.67
16198, 303.72
16199, 298.28
16200, 295.7
16201, 296.91
16202, 296.75
16203, 298.33
16204, 297.71
16205, 296.4
16206, 297.45
16207, 296.86
16208, 295.78
16209, 295.15
16210, 294.49
16211, 292.92
16212, 293.75
16213, 293.74
16214, 293.72
16215, 292.1
16216, 292.02
16217, 292.07
16218, 291.21
16219, 290.86
16220, 291.42
16221, 289.62
16222, 290.4
16223, 291.32
16224, 290.18
16225, 293.7
16226, 294.42
16227, 293.29
16228, 293.6
16229, 295.66
16230, 296.29
16231, 296.44
16232, 294.56
16233, 295.32
16234, 294.78
16235, 293.35
16236, 295.14
16237, 295.03
16238, 296.99
16239, 296.36
16240, 296.41
16241, 296.68
16242, 294.92
16243, 294.94
16244, 296.41
16245, 294.3
16246, 294.85
16247, 294.31
16248, 293.47
16249, 293.82
16250, 294.18
16251, 293.75
16252, 293.95
16253, 294.66
16254, 296.98
16255, 295.5
16256, 295.45
16257, 295.4
16258, 295.36
16259, 295.05
16260, 293.75
16261, 293.49
16262, 294.1
16263, 293.59
16264, 294.05
16265, 293.3
16266, 295.68
16267, 297.99
16268, 306.9
16269, 316.17
16270, 318.98
16271, 323.23
16272, 326.79
16273, 326.27
16274, 324.62
16275, 324.96
16276, 324.52
16277, 325.15
16278, 326.11
16279, 326.6
16280, 327.39
16281, 329.3
16282, 337.63
16283, 341.14
16284, 350.97
16285, 356.38
16286, 356.97
16287, 357.57
16288, 358.17
16289, 356.44
16290, 356.62
16291, 353.79
16292, 352.12
16293, 354.6
16294, 356.59
16295, 355.91
16296, 356.34
16297, 356.57
16298, 354.82
16299, 351.74
16300, 350.77
16301, 349.87
16302, 348.18
16303, 347.78
16304, 347.86
16305, 347.59
16306, 348.01
16307, 345.3
16308, 345.47
16309, 344.74
16310, 345.72
16311, 346.41
16312, 347.3
16313, 345.91
16314, 347.34
16315, 347.89
16316, 347.7
16317, 348.15
16318, 347.93
16319, 347.6
16320, 346.2
16321, 348.13
16322, 347.49
16323, 346.27
16324, 345.44
16325, 343.96
16326, 345.94
16327, 342.58
16328, 343.66
16329, 344.33
16330, 345.62
16331, 345.86
16332, 347.93
16333, 346.88
16334, 347.0
16335, 347.32
16336, 347.26
16337, 347.79
16338, 347.11
16339, 346.39
16340, 345.72
16341, 344.52
16342, 341.86
16343, 340.12
16344, 338.34
16345, 336.9
16346, 335.68
16347, 332.11
16348, 328.37
16349, 320.91
16350, 297.02
16351, 293.28
16352, 294.77
16353, 293.14
16354, 292.68
16355, 293.58
16356, 292.33
16357, 292.79
16358, 292.1
16359, 294.88
16360, 292.0
16361, 291.01
16362, 289.12
16363, 285.14
16364, 286.05
16365, 283.02
16366, 283.37
16367, 283.06
16368, 284.38
16369, 285.01
16370, 282.24
16371, 281.14
16372, 284.31
16373, 282.92
16374, 284.27
16375, 286.3
16376, 290.42
16377, 290.4
16378, 290.31
16379, 288.75
16380, 286.39
16381, 284.24
16382, 284.59
16383, 285.39
16384, 286.91
16385, 289.03
16386, 290.84
16387, 291.56
16388, 291.08
16389, 291.37
16390, 290.44
16391, 292.36
16392, 293.11
16393, 293.27
16394, 293.19
16395, 292.41
16396, 292.95
16397, 293.38
16398, 294.04
16399, 294.99
16400, 294.17
16401, 296.31
16402, 294.49
16403, 293.41
16404, 289.59
16405, 288.16
16406, 290.91
16407, 291.48
16408, 291.59
16409, 291.6
16410, 291.92
16411, 291.4
16412, 292.98
16413, 293.36
16414, 291.9
16415, 291.78
16416, 292.45
16417, 293.24
16418, 291.34
16419, 293.16
16420, 291.71
16421, 290.49
16422, 291.22
16423, 288.9
16424, 289.55
16425, 290.53
16426, 287.5
16427, 290.01
16428, 287.82
16429, 286.5
16430, 287.24
16431, 284.88
16432, 285.02
16433, 284.71
16434, 285.52
16435, 286.93
16436, 287.4
16437, 289.48
16438, 290.84
16439, 291.3
16440, 291.96
16441, 293.59
16442, 293.33
16443, 293.81
16444, 294.38
16445, 294.47
16446, 293.9
16447, 292.7
16448, 293.37
16449, 293.48
16450, 292.28
16451, 292.69
16452, 294.13
16453, 294.43
16454, 294.31
16455, 294.64
16456, 294.44
16457, 293.78
16458, 295.07
16459, 297.58
16460, 301.42
16461, 313.86
16462, 320.4
16463, 322.4
16464, 323.81
16465, 324.95
16466, 329.61
16467, 349.22
16468, 353.2
16469, 353.29
16470, 353.15
16471, 354.19
16472, 353.04
16473, 353.44
16474, 351.16
16475, 352.09
16476, 330.51
16477, 311.39
16478, 303.06
16479, 301.15
16480, 298.84
16481, 298.37
16482, 297.33
16483, 300.33
16484, 304.76
16485, 307.11
16486, 303.22
16487, 301.42
16488, 301.74
16489, 304.92
16490, 305.62
16491, 305.67
16492, 304.05
16493, 302.63
16494, 302.57
16495, 298.7
16496, 296.98
16497, 294.82
16498, 294.98
16499, 295.91
16500, 294.92
16501, 295.63
16502, 294.7
16503, 295.04
16504, 295.46
16505, 294.89
16506, 295.16
16507, 295.98
16508, 297.0
16509, 297.64
16510, 297.62
16511, 299.13
16512, 301.22
16513, 301.09
16514, 302.77
16515, 302.3
16516, 302.29
16517, 298.77
16518, 301.74
16519, 300.52
16520, 301.13
16521, 300.76
16522, 301.48
16523, 306.48
16524, 305.42
16525, 306.93
16526, 307.56
16527, 306.66
16528, 306.72
16529, 303.96
16530, 305.3
16531, 304.26
16532, 306.27
16533, 306.55
16534, 307.56
16535, 307.37
16536, 308.26
16537, 310.38
16538, 311.64
16539, 311.86
16540, 311.95
16541, 312.68
16542, 312.2
16543, 311.67
16544, 312.78
16545, 311.25
16546, 309.76
16547, 308.45
16548, 307.59
16549, 303.75
16550, 302.46
16551, 302.2
16552, 300.25
16553, 301.4
16554, 305.14
16555, 304.49
16556, 307.4
16557, 304.47
16558, 303.62
16559, 301.25
16560, 298.85
16561, 298.29
16562, 296.93
16563, 298.74
16564, 295.61
16565, 295.83
16566, 296.01
16567, 294.97
16568, 295.65
16569, 296.62
16570, 301.14
16571, 307.17
16572, 315.18
16573, 322.3
16574, 327.23
16575, 330.46
16576, 342.85
16577, 344.49
16578, 351.45
16579, 370.41
16580, 373.71
16581, 373.33
16582, 376.01
16583, 377.08
16584, 374.0
16585, 373.89
16586, 374.9
16587, 374.44
16588, 377.95
16589, 375.27
16590, 375.46
16591, 373.6
16592, 375.61
16593, 376.42
16594, 378.02
16595, 382.52
16596, 380.57
16597, 379.14
16598, 377.51
16599, 379.32
16600, 374.52
16601, 374.77
16602, 372.67
16603, 373.48
16604, 373.03
16605, 373.65
16606, 373.48
16607, 376.06
16608, 378.88
16609, 378.78
16610, 379.11
16611, 375.77
16612, 375.14
16613, 373.06
16614, 372.64
16615, 372.09
16616, 371.04
16617, 370.35
16618, 371.68
16619, 374.44
16620, 375.62
16621, 376.86
16622, 374.32
16623, 375.72
16624, 380.28
16625, 375.8
16626, 376.47
16627, 373.81
16628, 374.28
16629, 376.64
16630, 374.88
16631, 373.76
16632, 373.98
16633, 374.31
